No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,RS Lower Bound
10 (AAA),178439.41,35.69,3.78,2.88,76.12,-261626.72,-30.94,-306880.96,-34.67,0.58,0.08,2.2,2.82,3.76,49407.69,0.35,27.46,-0.09,1.16,0.0207,7,25491.34,5.21,22,3,42.86,276282.43,92094.14,19.01,33.33,4,57.14,-97843.02,-24460.75,-5.13,13.5,90
9 (BVS),177677,35.54,8.05,2.87,35.67,-142075.88,-16.1,-365849.46,-41.41,0.49,0.07,0.86,1.54,4.31,69579.95,0.1,27.79,-0.09,0.32,0.0062,19,9351.42,1.75,18.68,5,26.32,507439.33,101487.87,23.88,44.8,14,73.68,-329762.33,-23554.45,-6.15,9.36,80
7 (PVT),177071.12,35.41,10.58,2.86,27.05,-76381.54,-14.55,-143163.27,-27.25,1.24,0.1,0.99,2.05,3.34,41085.88,0.06,14.81,-0.17,0.82,0.0036,21,8431.96,2.53,18.24,8,38.1,345198.69,43149.84,12.01,31.13,13,61.9,-168127.57,-12932.89,-3.3,10.31,60
6 (CTS),176123.66,35.22,1.71,2.85,166.28,-130344.62,-17.74,-131109.48,-16.24,1.34,0.18,10.24,207.72,207.72,47434.4,0.49,12.59,-0.2,1.69,0.0294,4,44030.92,10.17,25,2,50,176975.66,88487.83,21.35,37.5,2,50,-852,-426,-1.01,12.5,50
8 (PDR),175959.21,35.19,4.51,2.85,63.11,-110990.8,-13.43,-151160.68,-18.28,1.16,0.16,3.45,3.15,8.39,63506.02,0.4,7.5,-0.34,1.07,0.0238,11,15996.29,6.56,15.91,3,27.27,257881.88,85960.63,30.2,33,8,72.73,-81922.67,-10240.33,-2.31,9.5,70
9 (VGC),174215.54,34.84,7.99,2.82,35.33,-118392.42,-17.9,-213492.95,-29.24,0.82,0.1,1.21,2.47,1.23,33297.73,0.4,8.91,-0.29,1.25,0.0241,12,14517.96,3.99,22.33,8,66.67,292753.66,36594.21,8.34,28.5,4,33.33,-118538.12,-29634.53,-4.71,10,80
3 (SCR),172993.83,34.6,1.98,2.8,141.73,-99755.66,-12.95,-99755.66,-12.95,1.73,0.22,10.95, N/A, N/A,29950.4,0.11,2.06,-1.26, N/A,0.0064,1,172993.83,34.65,54,1,100,172993.83,172993.83,34.65,54,0,0,0,  N/A,  N/A,  N/A,20
9 (KVC),172731.71,34.55,5.01,2.8,55.9,-140349.51,-21.43,-169458.74,-20.12,1.02,0.14,2.78,6.93,9.25,41938.25,0.59,10.22,-0.25,-0.11,0.0352,7,24675.96,0.13,24.86,3,42.86,201840.94,67280.31,12.03,44.33,4,57.14,-29109.23,-7277.31,-8.8,10.25,80
10 (TVC),168914.61,33.78,3.67,2.75,74.75,-97772.09,-22.87,-142949.9,-22.88,1.18,0.12,3.27,5.1,1.02,33444.01,0.26,10.27,-0.26,1.64,0.0156,6,28152.44,14.72,31.67,5,83.33,210080.5,42016.1,19.23,36.6,1,16.67,-41165.89,-41165.89,-7.83,7,90
9 (C69),167607.66,33.52,1.36,2.73,200.94,-209442.71,-24.7,-213074.7,-25.08,0.79,0.11,8.01,52.2,78.3,40512.49,0.18,7.61,-0.35,2.01,0.011,5,33521.53,14.23,23.6,2,40,170881.12,85440.56,40.08,31.5,3,60,-3273.45,-1091.15,-3,18.33,80
5 (ITQ),165554.17,33.11,1.52,2.7,177.29,-63377.56,-13.11,-63377.56,-9.05,2.61,0.3,19.59,3192.71,1064.24,31583.16,0.71,3.72,-0.73,3.13,0.0423,4,41388.54,15.99,24.5,3,75,165606.04,55202.01,21.39,27.33,1,25,-51.87,-51.87,-0.2,16,40
7 (DCM),163675.7,32.74,5.04,2.67,52.96,-61079.7,-10.33,-111468.78,-18.84,1.47,0.14,2.81,4.27,7.12,12033.84,0.27,6.24,-0.44,0.98,0.016,8,20459.46,3.8,18.88,3,37.5,213694.75,71231.58,14.51,32.33,5,62.5,-50019.05,-10003.81,-2.63,10.8,60
8 (HDG),162206.69,32.44,4.87,2.65,54.45,-49180.56,-21.2,-134456.21,-19.94,1.21,0.13,2.73,2.95,3.93,16776.2,0.43,7.22,-0.38,1.68,0.0257,14,11586.19,7.45,22.86,6,42.86,245586.86,40931.14,21.57,43.33,8,57.14,-83380.17,-10422.52,-3.15,7.5,70
8 (BVS),161687.7,32.34,8.72,2.64,30.29,-111854.06,-16.77,-162985.28,-24.41,0.99,0.11,1.24,1.89,2.7,34845.02,0.58,9.01,-0.31,0.56,0.0347,17,9511.04,2.37,20.18,7,41.18,342741.82,48963.12,12.62,31.43,10,58.82,-181054.12,-18105.41,-4.81,12.3,70
9 (HAI),161373.66,32.27,5.49,2.64,48.03,-339985.67,-33.95,-339985.67,-33.95,0.47,0.08,1.41,2.54,7.63,60972.52,0.03,12.34,-0.22,0.56,0.0019,8,20171.71,3.91,21.88,2,25,265924.71,132962.35,32.1,53,6,75,-104551.05,-17425.17,-5.49,11.5,80
8 (FID),160531.13,32.11,2.98,2.63,88.01,-329004.14,-33.86,-338294.74,-33.88,0.47,0.08,2.6,19.18,38.36,47918.89,0.46,21.15,-0.13,1.23,0.0274,3,53510.38,10.55,47,1,33.33,169362.19,169362.19,35.83,67,2,66.67,-8831.06,-4415.53,-2.08,37,70
6 (KMR),160093.5,32.02,2.55,2.62,102.67,-62193.97,-18.03,-69826.32,-11.71,2.29,0.22,8.77,5.38,14.79,27625.16,0.73,4.77,-0.58,0.94,0.0437,15,10672.9,6.57,20.47,4,26.67,196673.53,49168.38,36.84,48.5,11,73.33,-36580.03,-3325.46,-4.44,10.27,50
10 (DIG),158084.18,31.62,4.13,2.59,62.75,-105669.96,-14.17,-105669.96,-15.35,1.5,0.17,4.09,3.26,5.44,43600.03,0.43,8.01,-0.35,0.86,0.0258,8,19760.52,4.68,23,3,37.5,227925.03,75975.01,21.91,42.33,5,62.5,-69840.85,-13968.17,-5.66,11.4,90
7 (VNE),157558.9,31.51,3.78,2.58,68.37,-131476.09,-18.89,-222872.87,-25.41,0.71,0.1,2.69,2.15,2.46,60075.36,0.33,16.42,-0.17,1.1,0.0197,15,10503.93,11.36,17.73,7,46.67,294304.54,42043.51,29.17,31.86,8,53.33,-136745.65,-17093.21,-4.21,5.38,60
8 (GAS),153867.8,30.77,12.17,2.53,20.78,-80036.59,-11.08,-137391.41,-20.97,1.12,0.12,0.99,1.67,1.91,36710.49,0.56,7.38,-0.39,0.65,0.0337,15,10257.85,2.17,22.8,7,46.67,383677.02,54811,9.72,35.86,8,53.33,-229809.22,-28726.15,-4.44,11.38,70
5 (HQC),152959.43,30.59,0.93,2.52,270.28,-312230.46,-32.35,-312230.46,-32.35,0.49,0.08,8.36,8.48,16.96,34952.2,0.04,5.46,-0.53,2.67,0.0026,3,50986.48,10.21,10.33,1,33.33,173404.54,173404.54,36.2,23,2,66.67,-20445.11,-10222.55,-2.79,4,40
5 (KVC),152310.6,30.46,1.96,2.51,127.61,-391244.58,-34.26,-501834.42,-43.93,0.3,0.06,2.9,2.54,12.71,51216.38,0.42,29.5,-0.1,0.61,0.0251,6,25385.1,2.95,10.83,1,16.67,251137.44,251137.44,50.33,37,5,83.33,-98826.84,-19765.37,-6.53,5.6,40
8 (PVT),151976.43,30.4,6.49,2.5,38.52,-92735.17,-14.93,-161690.18,-20.23,0.94,0.12,1.9,1.95,4.38,49466.99,0.39,11.5,-0.25,0.89,0.0232,13,11690.49,6,21.62,4,30.77,312693.46,78173.36,29.71,57.75,9,69.23,-160717.03,-17857.45,-4.54,5.56,70
9 (FIT),151952.59,30.39,9.87,2.5,25.33,-191535.35,-23.91,-341046.44,-51.34,0.45,0.05,0.49,1.58,7.91,91184.89,0.16,24.24,-0.12,0.42,0.0093,18,8441.81,3.3,20,3,16.67,413351.92,137783.97,41.63,59.33,15,83.33,-261399.33,-17426.62,-4.37,12.13,80
6 (PLX),151280.65,30.26,3.88,2.49,64.26,-59987.9,-9.57,-72719.15,-11.37,2.08,0.22,5.65,6.64,6.64,30903.04,0.3,3.4,-0.86,2.07,0.0178,4,37820.16,7.3,27,2,50,178125.82,89062.91,16.87,49.5,2,50,-26845.17,-13422.59,-2.27,4.5,50
7 (CTR),151115.84,30.22,2.83,2.49,87.8,-60872.83,-8.63,-60872.83,-8.62,2.48,0.29,10.18, N/A, N/A,28448.84,0.13,1.82,-1.6,2.75,0.0079,2,75557.92,14.88,39,2,100,151115.84,75557.92,14.88,39,0,0,0,  N/A,  N/A,  N/A,60
8 (NTL),150939.84,30.19,5.05,2.49,49.25,-46843.67,-20.14,-60723.57,-9.84,2.49,0.25,5,3.09,3.94,25691.9,0.62,4.72,-0.62,0.99,0.0371,25,6037.59,6.82,20.88,11,44,223018.13,20274.38,19.84,33.64,14,56,-72078.28,-5148.45,-3.4,10.86,70
10 (GAS),150906.87,30.18,5.5,2.49,45.18,-39985.41,-11.22,-58285.93,-11.1,2.59,0.22,4.07,5.8,5.8,42263.67,0.5,5.05,-0.58,1.23,0.0299,6,25151.14,6.87,37.33,3,50,182331.55,60777.18,17.29,55.67,3,50,-31424.68,-10474.89,-3.55,19,90
10 (IJC),150229.7,30.05,4.92,2.48,50.28,-132925.89,-19.54,-151523.89,-25.71,0.99,0.1,1.96,3.07,1.53,37364.18,0.56,14.37,-0.2,1.31,0.0337,6,25038.28,5.45,27.17,4,66.67,222873.81,55718.45,12.24,38.25,2,33.33,-72644.11,-36322.06,-8.12,5,90
7 (KBC),149312.46,29.86,5.1,2.46,48.22,-182753.62,-20.54,-240963.86,-27.07,0.62,0.09,1.78,1.72,2.41,81948.85,0.23,18.93,-0.16,0.7,0.0137,12,12442.71,3.81,14.08,5,41.67,355863.28,71172.66,16.26,23.4,7,58.33,-206550.82,-29507.26,-5.07,7.43,60
5 (STB),149189.2,29.84,4.46,2.46,55.14,-78051.87,-10.79,-78051.87,-10.78,1.91,0.23,5.12,6.22,8.29,26238.53,0.34,5.48,-0.54,1.78,0.0206,7,21312.74,4.47,18.86,3,42.86,177766.7,59255.57,12.08,35.67,4,57.14,-28577.5,-7144.37,-1.23,6.25,40
5 (MWG),149072.29,29.81,1.26,2.46,194.4,-27904.96,-4.75,-27904.96,-4.73,5.34,0.52,41.11, N/A, N/A,9487.61,0.06,0.14,-20.69, N/A,0.0033,1,149072.29,29.98,35,1,100,149072.29,149072.29,29.98,35,0,0,0,  N/A,  N/A,  N/A,40
6 (TDH),148468.55,29.69,3.93,2.45,62.27,-127476.53,-16.67,-127476.53,-16.66,1.16,0.15,3.74,6.94,17.36,27404.01,0.22,5.67,-0.52,1.44,0.0133,7,21209.79,8.61,25.71,2,28.57,173454.35,86727.17,34.82,52.5,5,71.43,-24985.8,-4997.16,-1.87,15,50
9 (HCD),147652.5,29.53,3.35,2.44,72.83,-116803.2,-27.18,-118613,-18.57,1.24,0.13,3.92,9.24,6.16,31498.89,0.4,8.97,-0.33,1.87,0.0241,5,29530.5,14.63,39.6,3,60,165566.11,55188.7,28.55,55,2,40,-17913.61,-8956.8,-6.24,16.5,80
7 (SZC),147242.05,29.45,1.59,2.43,153.12,-47948.77,-8.47,-47948.77,-8.46,3.07,0.29,18.11,20.63,20.63,19164.86,0.06,0.69,-4.29,2.15,0.0037,2,73621.02,13,24.5,1,50,154742.75,154742.75,31.53,42,1,50,-7500.7,-7500.7,-5.53,7,60
9 (KDC),146859.34,29.37,6.92,2.43,35.03,-117905.99,-16.1,-124120.95,-16.89,1.18,0.14,2.07,3.2,1.6,25395.87,0.83,7.53,-0.39,1.47,0.0499,9,16317.7,10.69,37.11,6,66.67,213568.48,35594.75,17.74,45,3,33.33,-66709.14,-22236.38,-3.39,21.33,80
9 (DCM),146020.52,29.2,6.67,2.41,36.19,-77753.14,-13.18,-139437.91,-23.62,1.05,0.1,1.53,2.32,6.96,37939.1,0,10.84,-0.28,0.34,-0.0001,16,9126.28,1.36,17,4,25,256680.37,64170.09,14.42,29.5,12,75,-110659.85,-9221.65,-3,12.83,80
7 (IDJ),144328.62,28.87,1.6,2.39,149.61,-80838.8,-20.99,-84649.59,-12.06,1.71,0.2,12.4,53.36,53.36,33061.39,0.36,9.98,-0.3,1.52,0.0219,8,18041.08,8.43,21,4,50,147085.17,36771.29,20.77,33.75,4,50,-2756.55,-689.14,-3.9,8.25,60
8 (LPB),141231.09,28.25,4.17,2.34,56.18,-115448.2,-16.74,-200544.78,-29.06,0.7,0.08,1.93,2.14,2.14,24029.02,0.31,8.71,-0.35,0.79,0.0188,10,14123.11,2.55,15.3,5,50,265390.18,53078.04,10.63,21.8,5,50,-124159.09,-24831.82,-5.52,8.8,70
6 (VHG),140022.7,28,1.82,2.32,127.7,-117302.58,-15.2,-132441,-17.15,1.06,0.14,7.45,10.25,10.25,42768.24,0.43,12.84,-0.24,1.61,0.0256,4,35005.68,7.96,21,2,50,155161.12,77580.56,22.71,34,2,50,-15138.42,-7569.21,-6.79,8,50
6 (GAS),139873.88,27.97,5.65,2.32,41.11,-78544.87,-11.29,-78544.87,-11.28,1.78,0.21,3.64,3.1,12.38,52448.04,0.22,5.27,-0.58,1,0.0133,10,13987.39,2.94,16.2,2,20,206615.63,103307.81,20.64,47,8,80,-66741.75,-8342.72,-1.49,8.5,50
10 (HSG),139851.7,27.97,3.66,2.32,63.47,-53534.85,-19.42,-89861.72,-15.19,1.56,0.15,4.18,3.66,5.12,38875.01,0.42,5.44,-0.57,1.14,0.0254,12,11654.31,13.94,29.75,5,41.67,192467.61,38493.52,40.1,49.4,7,58.33,-52615.9,-7516.56,-4.75,15.71,90
9 (VHC),139577.29,27.92,7.29,2.32,31.78,-118053.5,-23.52,-171125.28,-21.11,0.82,0.11,1.51,1.98,1.48,35561.89,0.25,6.9,-0.45,1.05,0.0148,14,9969.81,9.76,29.14,8,57.14,282540.88,35317.61,21.25,42.13,6,42.86,-142963.59,-23827.26,-5.55,11.83,80
9 (PVC),139555.07,27.91,6.81,2.32,34.05,-155075.38,-22.99,-201177.32,-33.03,0.69,0.07,1.03,1.63,2.64,80067.95,0.36,23.36,-0.13,0.53,0.0218,21,6645.48,4.38,16.76,8,38.1,362457.39,45307.17,21.71,31.38,13,61.9,-222902.32,-17146.33,-6.28,7.77,80
9 (SZC),138745.57,27.75,2.68,2.31,86.08,-76762.49,-11.22,-96639.36,-13.16,1.44,0.18,6.54,8.29,4.14,39029.66,0.23,4.14,-0.75,2.28,0.0136,3,46248.52,7.81,25.33,2,66.67,157785.08,78892.54,14.79,36.5,1,33.33,-19039.5,-19039.5,-6.14,3,80
6 (VND),138555,27.71,2.98,2.3,77.32,-102524.74,-18.9,-160127.57,-20.06,0.87,0.11,3.86,2.84,8.53,65158.3,0.22,11.88,-0.26,0.58,0.013,8,17319.37,4.25,18.88,2,25,213706.16,106853.08,33.92,50.5,6,75,-75151.16,-12525.19,-5.64,8.33,50
4 (STB),137463.48,27.49,1.12,2.29,204.29,-23076.9,-3.62,-23076.9,-3.62,5.96,0.63,56.43, N/A, N/A,5928.2,0.04,0.12,-26.18, N/A,0.0026,1,137463.48,27.55,31,1,100,137463.48,137463.48,27.55,31,0,0,0,  N/A,  N/A,  N/A,30
9 (VIB),137095.45,27.42,2,2.28,113.85,-33596.38,-8.7,-50330.2,-9.56,2.72,0.24,11.91,8.09,8.09,7821.96,0.01,1.94,-1.61,2.12,0.0005,4,34273.86,12.35,27,2,50,156435.31,78217.65,27.41,43.5,2,50,-19339.86,-9669.93,-2.72,10.5,80
10 (BID),136268.25,27.25,3.87,2.27,58.55,-121120.16,-16.14,-121120.16,-16.12,1.13,0.14,3.63,4.88,3.25,33334.79,0.57,10.91,-0.29,1.36,0.0339,5,27253.65,5.43,22.6,3,60,171378.75,57126.25,11.29,27,2,40,-35110.5,-17555.25,-3.37,16,90
6 (VIC),135892.59,27.18,4.04,2.26,56,-46506.91,-6.84,-78020.4,-10.93,1.74,0.21,5.12,3.44,3.44,44814.52,0.44,5.96,-0.53,1.58,0.0263,6,22648.77,6.19,23.67,3,50,191565.69,63855.23,15.18,37,3,50,-55673.1,-18557.7,-2.8,10.33,50
9 (NAF),132886.5,26.58,3.07,2.22,72.16,-26019.29,-10.92,-31467.69,-4.83,4.22,0.46,14.94,8.6,14.34,28783.46,0.36,2.02,-1.58,1.27,0.0215,8,16610.81,6.32,24.63,3,37.5,150364.87,50121.62,21.2,48.33,5,62.5,-17478.37,-3495.67,-2.6,10.4,80
7 (BVH),129456.48,25.89,8.11,2.17,26.71,-49167.77,-8.53,-89668.32,-14.58,1.44,0.15,1.83,1.83,4.76,36520.86,0.43,6.94,-0.47,0.77,0.0257,18,7192.03,1.73,14.61,5,27.78,285513.16,57102.63,12.06,31.6,13,72.22,-156056.68,-12004.36,-2.24,8.08,60
7 (ITQ),128881.57,25.78,1.04,2.16,207.08,-273996.88,-47.74,-302215.51,-32.46,0.43,0.07,6.38,3.75,41.27,44529.99,0.41,23.26,-0.14,0.87,0.0246,12,10740.13,7.34,10.17,1,8.33,175723.89,175723.89,141.56,53,11,91.67,-46842.32,-4258.39,-4.87,6.27,60
10 (HVN),128836.66,25.77,3.91,2.16,55.11,-67360.03,-9.78,-67360.03,-11.09,1.91,0.19,4.97,6.54,3.27,25073.21,0.23,3.02,-1.08,2.24,0.0139,3,42945.55,8.35,36,2,66.67,152082.38,76041.19,14.6,51.5,1,33.33,-23245.72,-23245.72,-4.14,5,90
9 (CTG),128700.4,25.74,9.98,2.15,21.59,-77936.63,-13.96,-126932.39,-25.34,1.01,0.09,0.85,1.89,2.37,67340.81,0.2,11,-0.29,0.48,0.0119,18,7150.02,1.38,18,8,44.44,272515.55,34064.44,7.61,26.25,10,55.56,-143815.15,-14381.51,-3.6,11.4,80
7 (BID),128045.38,25.61,5.92,2.14,36.24,-75757.75,-10.48,-96323.1,-13.3,1.33,0.16,2.73,2.33,2.92,49598.99,0.28,5.9,-0.55,0.92,0.0168,9,14227.26,3.06,19.22,4,44.44,223971.36,55992.84,11.28,32.75,5,55.56,-95925.98,-19185.2,-3.51,8.4,60
8 (TDC),126876.62,25.38,2.9,2.13,73.34,-37708.94,-20.34,-37708.94,-5.96,3.36,0.36,12.31,7.07,4.24,17036.09,0.78,3.72,-0.88,1.83,0.047,16,7929.79,9.5,28.38,10,62.5,147774.8,14777.48,16.58,37.7,6,37.5,-20898.18,-3483.03,-2.31,12.83,70
9 (SSI),126705.48,25.34,20.7,2.12,10.26,-145427.97,-18.31,-238438.92,-38.53,0.53,0.06,0.27,1.26,2.81,71751.05,0.33,20.87,-0.16,0.22,0.0196,29,4369.15,1.19,20.45,9,31.03,605908.56,67323.17,14.1,41.22,20,68.97,-479203.08,-23960.15,-4.62,11.1,80
4 (TIG),126635.22,25.33,1.89,2.12,112.25,-62828.51,-10.96,-62828.51,-9.9,2.02,0.21,11.34, N/A, N/A,21221.74,0.12,0.85,-3.84,4.28,0.0069,2,63317.61,18.41,42.5,2,100,126635.22,63317.61,18.41,42.5,0,0,0,  N/A,  N/A,  N/A,30
9 (GMD),125940.22,25.19,14.1,2.11,14.99,-82842.61,-18.03,-168686.94,-22.54,0.75,0.09,0.67,1.53,2.3,40814.55,0.45,10.81,-0.3,0.12,0.0269,25,5037.61,0.86,23,10,40,362304.77,36230.48,9.25,42.4,15,60,-236364.55,-15757.64,-4.74,10.07,80
9 (SBT),125423.44,25.08,11.21,2.1,18.78,-55500.84,-19.37,-105563.98,-16.88,1.19,0.12,1.11,1.61,3.93,39552.51,0.45,10.76,-0.31,0.16,0.0267,31,4045.92,0.57,14.77,9,29.03,331656.24,36850.69,9.56,32.44,22,70.97,-206232.8,-9374.22,-3.11,7.55,80
7 (BVS),124279.12,24.86,3.53,2.09,59.2,-120915.62,-16.22,-140761,-18.86,0.88,0.11,3.14,3.28,6.57,41405.47,0.44,13.43,-0.25,1.16,0.0264,9,13808.79,4.85,19,3,33.33,178723.9,59574.63,22.49,42.33,6,66.67,-54444.78,-9074.13,-3.97,7.33,60
5 (FIT),123248.98,24.65,1.52,2.07,136.48,-121760.85,-18.03,-121760.85,-16.34,1.01,0.13,8.35, N/A, N/A,33199.42,0.49,12.69,-0.26, N/A,0.0294,1,123248.98,28.68,47,1,100,123248.98,123248.98,28.68,47,0,0,0,  N/A,  N/A,  N/A,40
7 (VGT),122361.94,24.47,3.03,2.06,67.92,-69857.18,-10.45,-69857.18,-10.44,1.75,0.2,6.5,3.09,4.12,38075.95,0.27,3.97,-0.84,0.92,0.0161,7,17480.28,3.49,18.29,3,42.86,180853.31,60284.44,15.26,30.33,4,57.14,-58491.37,-14622.84,-5.33,9.25,60
6 (CTD),121783,24.36,3.77,2.05,54.39,-95108.48,-13.32,-95108.48,-13.27,1.28,0.15,4.1,15.89,7.94,23216.48,0.15,2.83,-1.18,1.76,0.0088,3,40594.33,8.17,35,2,66.67,129964.3,64982.15,13.06,41.5,1,33.33,-8181.31,-8181.31,-1.61,22,50
5 (HUT),121124.73,24.22,3.7,2.04,55.15,-99676.99,-19.35,-109111.36,-21.18,1.11,0.1,2.6,2.43,4.85,34720.13,-0.14,9.08,-0.37,0.99,-0.0083,6,20187.45,5.25,18.5,2,33.33,206078.94,103039.47,24.78,36.5,4,66.67,-84954.21,-21238.55,-4.51,9.5,40
9 (QNS),120545.41,24.11,5.15,2.03,39.45,-88838.37,-13.58,-121690.32,-19.88,0.99,0.1,1.98,3.7,4.93,21488.66,0.24,6,-0.56,1.32,0.0142,7,17220.77,4.06,26.29,3,42.86,165271.66,55090.55,12.98,44.33,4,57.14,-44726.25,-11181.56,-2.64,12.75,80
8 (NKG),120358.41,24.07,3.64,2.03,55.7,-56986.25,-12.4,-57256.95,-9.64,2.1,0.21,5.78,3.43,5.71,29376.07,0.52,4.5,-0.75,1.02,0.031,8,15044.8,5.93,24.25,3,37.5,169970.97,56656.99,24.71,42,5,62.5,-49612.56,-9922.51,-5.33,13.6,70
7 (MBB),117395.22,23.48,7.08,1.98,27.98,-130793.71,-17.52,-216836.03,-29.04,0.54,0.07,0.96,2.02,5.06,31389.91,0.4,10.96,-0.31,0.73,0.0238,14,8385.37,1.68,15.86,4,28.57,232258.56,58064.64,11.27,35.75,10,71.43,-114863.34,-11486.33,-2.16,7.9,60
8 (LMH),117138.57,23.43,2.31,1.98,85.55,-64844.22,-20.42,-64844.22,-9.59,1.81,0.21,8.92,95.84,47.92,31724.38,0.23,2.98,-1.15,2.75,0.0141,3,39046.19,15.33,36,2,66.67,118373.7,59186.85,23.09,42,1,33.33,-1235.13,-1235.13,-0.2,24,70
6 (DIG),116542.22,23.31,3.69,1.97,53.39,-65635.35,-11.36,-70698.94,-12.23,1.65,0.16,4.37,13.33,13.33,9895.99,0.14,4.88,-0.7,1.27,0.0081,4,29135.56,4.88,31.5,2,50,125997.69,62998.84,12.41,43,2,50,-9455.46,-4727.73,-2.65,20,50
9 (MWG),115863.71,23.17,7.07,1.96,27.72,-69046.67,-11.04,-92684.2,-13.08,1.25,0.15,2.12,2.64,1.58,37087.7,0.44,5.48,-0.63,0.87,0.0265,8,14482.96,2.53,26.75,5,62.5,186470.35,37294.07,6.92,33.6,3,37.5,-70606.64,-23535.55,-4.79,15.33,80
7 (VGI),113330.49,22.67,2.12,1.92,90.37,-70879.05,-10.51,-70879.05,-10.49,1.6,0.18,8.61,8.78,8.78,22554.51,0.1,1.88,-1.85,2.21,0.0061,2,56665.24,11.76,29.5,1,50,127903.5,127903.5,26.44,45,1,50,-14573.01,-14573.01,-2.92,14,60
8 (EIB),112689.43,22.54,6.57,1.91,29.05,-112223.48,-15.43,-137077.01,-20.15,0.82,0.09,1.44,2.11,2.64,35256.04,0.26,9.77,-0.36,0.28,0.0154,18,6260.52,0.81,16.28,8,44.44,214053.71,26756.71,6.59,26,10,55.56,-101364.28,-10136.43,-3.81,8.5,70
5 (DAH),112629.22,22.53,1.42,1.91,134.71,-261098.64,-29.92,-261098.64,-29.88,0.43,0.06,4.51, N/A, N/A,26928.6,0.1,4.54,-0.77, N/A,0.0059,1,112629.22,22.59,39,1,100,112629.22,112629.22,22.59,39,0,0,0,  N/A,  N/A,  N/A,40
